Stay Type,Sales Channel,Trip Type,Booking Origin,Flight Day,Days Before Flight,Length of Stay,Booking Completed
Long Stay,Internet,RoundTrip,Russia,3,20,21,1
Long Stay,Internet,RoundTrip,Australia,1,221,19,0
Long Stay,Internet,RoundTrip,Australia,6,307,17,0
Long Stay,Internet,RoundTrip,Australia,6,26,25,0
Long Stay,Internet,RoundTrip,Australia,2,153,27,0
Long Stay,Internet,RoundTrip,Australia,3,35,23,0
Long Stay,Internet,OneWay,Australia,7,107,20,0
Long Stay,Internet,RoundTrip,Australia,2,145,20,0
Long Stay,Internet,RoundTrip,Australia,7,59,30,0
Long Stay,Internet,RoundTrip,Australia,7,40,124,0
Long Stay,Internet,RoundTrip,Australia,4,136,49,0
Long Stay,Internet,RoundTrip,Australia,2,18,22,0
Long Stay,Internet,RoundTrip,Australia,2,75,45,0
Long Stay,Internet,RoundTrip,Australia,3,57,27,0
Long Stay,Internet,RoundTrip,Portugal,7,67,18,1
Long Stay,Internet,RoundTrip,Vietnam,3,66,35,1
Long Stay,Internet,RoundTrip,Vietnam,5,132,22,0
Long Stay,Internet,RoundTrip,Vietnam,3,53,31,1
Long Stay,Internet,RoundTrip,Japan,4,355,27,0
Long Stay,Internet,RoundTrip,Singapore,6,3,19,1
Long Stay,Internet,RoundTrip,Japan,2,4,166,0
Long Stay,Internet,RoundTrip,Singapore,3,234,21,0
Long Stay,Internet,RoundTrip,Singapore,2,4,30,0
Long Stay,Internet,RoundTrip,Singapore,2,37,32,0
Long Stay,Internet,RoundTrip,Singapore,3,234,21,0
Long Stay,Internet,RoundTrip,Singapore,6,48,17,1
Long Stay,Internet,RoundTrip,Japan,2,27,26,0
Long Stay,Internet,RoundTrip,Singapore,6,24,22,0
Long Stay,Internet,RoundTrip,Indonesia,3,6,66,0
Long Stay,Internet,RoundTrip,Japan,6,13,18,0
Long Stay,Internet,RoundTrip,Japan,5,30,27,0
Long Stay,Internet,RoundTrip,Japan,5,19,36,0
Long Stay,Internet,RoundTrip,Japan,7,10,22,0
Long Stay,Internet,RoundTrip,Japan,7,10,70,0
Long Stay,Internet,RoundTrip,Australia,6,33,129,0
Long Stay,Mobile,RoundTrip,Japan,2,48,18,0
Long Stay,Internet,RoundTrip,Japan,1,27,26,1
Long Stay,Internet,RoundTrip,Australia,3,125,17,0
Long Stay,Internet,RoundTrip,Australia,7,9,64,0
Long Stay,Internet,RoundTrip,Japan,2,7,20,0
Long Stay,Mobile,RoundTrip,China,2,26,19,0
Long Stay,Internet,RoundTrip,Australia,7,29,19,0
Long Stay,Internet,RoundTrip,Thailand,2,76,28,0
Long Stay,Internet,RoundTrip,China,1,43,21,0
Long Stay,Internet,RoundTrip,China,4,47,33,0
Long Stay,Internet,RoundTrip,China,5,76,25,0
Long Stay,Internet,RoundTrip,China,3,41,28,0
Long Stay,Internet,RoundTrip,China,4,82,22,0
Long Stay,Internet,RoundTrip,China,5,33,20,1
Long Stay,Internet,RoundTrip,China,2,70,28,0
Long Stay,Internet,RoundTrip,China,1,289,20,0
Long Stay,Internet,RoundTrip,China,5,122,74,0
Long Stay,Internet,RoundTrip,China,3,146,28,0
Long Stay,Internet,RoundTrip,China,1,56,24,0
Long Stay,Internet,RoundTrip,Malaysia,1,4,20,0
Long Stay,Internet,RoundTrip,Malaysia,1,14,21,0
Short Stay,Internet,OneWay,Malaysia,3,5,1,1
Long Stay,Internet,RoundTrip,Malaysia,4,110,27,0
Long Stay,Internet,RoundTrip,Singapore,1,3,29,1
Long Stay,Internet,RoundTrip,Malaysia,2,13,28,0
Long Stay,Internet,RoundTrip,Malaysia,1,17,18,0
Long Stay,Internet,RoundTrip,China,4,2,25,0
Long Stay,Mobile,RoundTrip,China,6,25,28,0
Long Stay,Internet,RoundTrip,China,2,44,29,1
Long Stay,Internet,RoundTrip,China,7,320,17,0
Long Stay,Mobile,RoundTrip,Malaysia,4,61,21,0
Long Stay,Internet,RoundTrip,Malaysia,1,11,29,0
Long Stay,Internet,RoundTrip,Malaysia,4,0,29,0
Long Stay,Mobile,RoundTrip,Malaysia,4,28,20,1
Long Stay,Internet,RoundTrip,Malaysia,4,91,28,0
Long Stay,Internet,RoundTrip,Malaysia,6,3,24,1
Long Stay,Internet,RoundTrip,Malaysia,2,24,67,0
Long Stay,Internet,RoundTrip,Malaysia,6,75,19,0
Long Stay,Internet,RoundTrip,Malaysia,3,26,33,0
Long Stay,Internet,RoundTrip,Malaysia,6,13,25,0
Long Stay,Internet,RoundTrip,Malaysia,6,2,26,0
Long Stay,Internet,RoundTrip,Malaysia,4,0,29,0
Long Stay,Internet,RoundTrip,Malaysia,1,18,46,0
Long Stay,Mobile,RoundTrip,Malaysia,5,45,51,1
Long Stay,Internet,RoundTrip,China,1,31,29,0
Long Stay,Internet,RoundTrip,Malaysia,4,47,33,0
Long Stay,Internet,RoundTrip,Malaysia,6,2,30,1
Long Stay,Internet,RoundTrip,Malaysia,2,63,21,0
Long Stay,Internet,RoundTrip,Indonesia,3,5,24,1
Long Stay,Internet,RoundTrip,China,3,2,55,0
Long Stay,Internet,RoundTrip,Indonesia,5,111,32,0
Long Stay,Internet,RoundTrip,Australia,5,29,35,0
Long Stay,Mobile,RoundTrip,India,2,53,48,0
Long Stay,Internet,RoundTrip,China,1,35,59,0
Long Stay,Internet,RoundTrip,India,3,79,18,0
Long Stay,Internet,RoundTrip,China,5,60,28,0
Long Stay,Internet,RoundTrip,Taiwan,2,80,28,1
Long Stay,Mobile,RoundTrip,Vietnam,1,2,42,0
Long Stay,Internet,RoundTrip,China,4,7,76,0
Long Stay,Internet,RoundTrip,Australia,5,59,57,1
Long Stay,Internet,RoundTrip,China,4,55,60,0
Long Stay,Internet,RoundTrip,Australia,3,87,28,0
Long Stay,Internet,RoundTrip,China,5,19,27,0
Long Stay,Internet,RoundTrip,China,7,11,85,0
Long Stay,Internet,RoundTrip,Australia,2,1,17,0
Long Stay,Internet,RoundTrip,China,2,127,73,0
Long Stay,Internet,RoundTrip,Australia,2,54,17,0
Long Stay,Internet,RoundTrip,China,7,4,32,0
Long Stay,Internet,RoundTrip,Australia,4,53,32,0
Long Stay,Internet,RoundTrip,China,3,14,78,0
Long Stay,Mobile,RoundTrip,China,3,7,17,0
Long Stay,Internet,RoundTrip,China,3,223,20,0
Long Stay,Internet,RoundTrip,Australia,6,16,68,0
Long Stay,Internet,RoundTrip,Australia,3,29,77,0
Long Stay,Internet,RoundTrip,Australia,4,61,20,0
Long Stay,Internet,RoundTrip,Australia,5,19,19,0
Long Stay,Internet,RoundTrip,China,1,338,17,0
Long Stay,Internet,RoundTrip,China,4,7,67,0
Long Stay,Internet,RoundTrip,China,2,229,24,0
Long Stay,Internet,OneWay,China,3,38,17,0
Long Stay,Internet,RoundTrip,Australia,6,16,21,0
Long Stay,Internet,RoundTrip,Australia,3,19,91,0
Long Stay,Internet,RoundTrip,Australia,4,71,29,0
Long Stay,Internet,OneWay,China,4,105,32,0
Long Stay,Internet,RoundTrip,Malaysia,5,10,36,0
Long Stay,Internet,RoundTrip,Brunei,3,5,35,1
Long Stay,Internet,RoundTrip,Malaysia,7,212,28,0
Long Stay,Internet,RoundTrip,Australia,5,99,39,0
Long Stay,Internet,RoundTrip,Australia,1,35,22,0
Long Stay,Internet,RoundTrip,Australia,7,42,21,0
Long Stay,Internet,RoundTrip,Australia,7,28,28,0
Long Stay,Internet,RoundTrip,Thailand,5,18,72,1
Long Stay,Internet,RoundTrip,Australia,7,18,48,0
Long Stay,Internet,RoundTrip,Australia,3,10,38,1
Long Stay,Internet,RoundTrip,Australia,5,9,20,0
Long Stay,Internet,RoundTrip,Australia,7,10,280,0
Long Stay,Internet,RoundTrip,Australia,4,39,24,0
Long Stay,Mobile,RoundTrip,Malaysia,7,39,19,1
Long Stay,Internet,RoundTrip,Malaysia,4,43,22,0
Long Stay,Internet,RoundTrip,China,1,16,29,1
Long Stay,Internet,RoundTrip,(not set),3,139,49,1
Long Stay,Internet,RoundTrip,Malaysia,4,9,29,0
Long Stay,Mobile,RoundTrip,China,7,38,27,0
Long Stay,Internet,RoundTrip,Malaysia,7,46,22,1
Long Stay,Internet,RoundTrip,(not set),3,233,103,0
Long Stay,Internet,RoundTrip,China,1,22,28,0
Long Stay,Internet,RoundTrip,Malaysia,2,18,25,1
Long Stay,Internet,RoundTrip,Malaysia,1,45,28,1
Long Stay,Internet,RoundTrip,Australia,2,72,150,0
Long Stay,Internet,RoundTrip,Australia,4,60,27,0
Long Stay,Internet,RoundTrip,Australia,5,99,18,0
Long Stay,Internet,RoundTrip,Australia,7,86,89,0
Long Stay,Internet,OneWay,United States,4,18,19,0
Long Stay,Internet,RoundTrip,Australia,6,43,33,0
Long Stay,Internet,RoundTrip,Australia,5,33,20,0
Long Stay,Internet,RoundTrip,Australia,5,33,20,0
Long Stay,Internet,RoundTrip,Australia,5,201,79,0
Long Stay,Internet,RoundTrip,Australia,6,36,24,0
Long Stay,Internet,RoundTrip,Australia,6,53,33,0
Long Stay,Internet,RoundTrip,Australia,4,12,20,0
Long Stay,Internet,RoundTrip,Australia,5,55,55,0
Long Stay,Internet,RoundTrip,Australia,6,49,20,0
Long Stay,Internet,RoundTrip,China,4,13,29,0
Long Stay,Internet,RoundTrip,Australia,2,88,92,0
Long Stay,Internet,OneWay,United States,1,71,49,0
Long Stay,Internet,RoundTrip,China,3,7,24,0
Long Stay,Internet,RoundTrip,Malaysia,1,39,35,0
Long Stay,Internet,RoundTrip,Malaysia,1,39,35,0
Long Stay,Internet,RoundTrip,China,5,31,53,0
Long Stay,Internet,RoundTrip,Malaysia,6,58,29,1
Long Stay,Internet,RoundTrip,Malaysia,4,257,20,0
Long Stay,Mobile,RoundTrip,Malaysia,2,24,38,0
Long Stay,Mobile,RoundTrip,Malaysia,4,40,42,0
Long Stay,Internet,RoundTrip,Singapore,2,102,24,1
Long Stay,Internet,RoundTrip,Singapore,5,25,30,0
Long Stay,Internet,RoundTrip,Singapore,4,98,36,0
Long Stay,Internet,RoundTrip,Singapore,7,40,42,0
Long Stay,Internet,RoundTrip,Australia,4,133,78,0
Long Stay,Mobile,RoundTrip,Singapore,3,37,17,0
Long Stay,Internet,RoundTrip,China,5,25,28,0
Long Stay,Internet,RoundTrip,Malaysia,6,19,22,0
Long Stay,Internet,RoundTrip,Singapore,4,27,26,0
Long Stay,Internet,RoundTrip,Singapore,1,46,97,1
Long Stay,Internet,RoundTrip,China,6,20,24,0
Long Stay,Internet,RoundTrip,Indonesia,1,39,78,0
Long Stay,Internet,RoundTrip,China,7,150,136,0
Long Stay,Internet,RoundTrip,Australia,7,41,56,0
Long Stay,Internet,RoundTrip,Australia,6,153,18,0
Long Stay,Internet,RoundTrip,Australia,1,91,18,1
Long Stay,Mobile,RoundTrip,China,1,234,65,0
Long Stay,Mobile,RoundTrip,China,5,87,19,0
Long Stay,Internet,RoundTrip,Australia,6,56,61,0
Long Stay,Internet,RoundTrip,Australia,5,79,112,0
Long Stay,Internet,RoundTrip,Australia,3,73,23,1
Long Stay,Mobile,RoundTrip,China,4,131,17,0
Long Stay,Internet,RoundTrip,United States,1,70,20,1
Long Stay,Internet,RoundTrip,Australia,1,91,18,0
Long Stay,Internet,OneWay,China,2,67,20,0
Long Stay,Internet,RoundTrip,China,1,32,18,0
Long Stay,Internet,RoundTrip,Australia,5,43,30,0
Long Stay,Internet,RoundTrip,Australia,7,219,90,0
Long Stay,Internet,RoundTrip,Australia,1,91,18,1
Long Stay,Internet,RoundTrip,Australia,5,7,24,0
Long Stay,Internet,RoundTrip,China,1,225,31,0
Long Stay,Internet,OneWay,China,3,109,18,0
Long Stay,Internet,RoundTrip,Australia,7,5,21,0
Long Stay,Internet,RoundTrip,China,4,74,20,0
Long Stay,Internet,RoundTrip,Australia,1,53,69,0
Long Stay,Internet,RoundTrip,Malaysia,2,13,29,0
Long Stay,Internet,RoundTrip,Malaysia,1,7,31,0
Long Stay,Internet,RoundTrip,Malaysia,3,6,31,0
Long Stay,Internet,RoundTrip,China,1,113,39,0
Long Stay,Internet,RoundTrip,India,4,68,39,1
Long Stay,Internet,RoundTrip,India,5,80,53,0
Long Stay,Internet,RoundTrip,United States,3,117,42,0
Long Stay,Internet,RoundTrip,China,6,114,51,0
Long Stay,Internet,RoundTrip,China,1,113,39,0
Short Stay,Internet,RoundTrip,China,2,2,1,0
Long Stay,Mobile,RoundTrip,Malaysia,3,132,19,0
Long Stay,Internet,RoundTrip,Australia,2,41,20,1
Long Stay,Internet,RoundTrip,Saudi Arabia,1,277,76,0
Long Stay,Internet,RoundTrip,China,1,95,95,0
Long Stay,Internet,RoundTrip,China,2,108,95,0
Long Stay,Internet,RoundTrip,Bangladesh,3,6,41,0
Long Stay,Mobile,RoundTrip,Bangladesh,2,13,19,0
Long Stay,Internet,RoundTrip,Japan,1,106,29,0
Long Stay,Internet,RoundTrip,Japan,5,109,26,0
Long Stay,Internet,RoundTrip,Canada,2,4,27,0
Long Stay,Internet,RoundTrip,South Korea,2,43,25,0
Long Stay,Mobile,RoundTrip,South Korea,4,91,22,0
Long Stay,Internet,RoundTrip,South Korea,5,28,18,0
Long Stay,Internet,RoundTrip,Bangladesh,6,67,65,0
Long Stay,Internet,RoundTrip,Japan,5,27,40,0
Long Stay,Internet,RoundTrip,Japan,1,33,24,0
Long Stay,Internet,RoundTrip,United States,7,18,37,0
Long Stay,Internet,RoundTrip,Japan,3,38,21,0
Long Stay,Internet,RoundTrip,Japan,7,69,36,0
Long Stay,Internet,RoundTrip,Australia,4,23,27,0
Long Stay,Internet,RoundTrip,Australia,3,8,86,0
Long Stay,Internet,RoundTrip,Australia,1,34,77,0
Long Stay,Internet,RoundTrip,Australia,3,174,33,0
Long Stay,Internet,RoundTrip,Australia,2,155,53,0
Long Stay,Internet,RoundTrip,Australia,4,0,76,0
Long Stay,Internet,RoundTrip,Australia,2,51,73,0
Long Stay,Internet,RoundTrip,Australia,4,82,22,0
Long Stay,Internet,RoundTrip,Australia,3,37,52,0
Long Stay,Internet,RoundTrip,Australia,4,97,64,0
Long Stay,Internet,RoundTrip,Australia,2,86,45,0
Long Stay,Internet,RoundTrip,Australia,7,24,87,0
Long Stay,Internet,RoundTrip,Australia,4,58,40,0
Long Stay,Internet,RoundTrip,Australia,3,38,41,0
Long Stay,Internet,RoundTrip,Australia,3,2,26,0
Long Stay,Internet,RoundTrip,Australia,1,124,26,0
Long Stay,Internet,RoundTrip,Australia,5,24,81,0
Long Stay,Internet,RoundTrip,Australia,4,50,37,0
Long Stay,Internet,RoundTrip,Australia,2,19,20,0
Long Stay,Internet,RoundTrip,Australia,4,89,44,0
Long Stay,Internet,RoundTrip,Australia,1,13,25,0
Long Stay,Internet,RoundTrip,Australia,6,279,21,0
Long Stay,Internet,RoundTrip,Australia,3,35,47,0
Long Stay,Internet,RoundTrip,Australia,2,25,22,0
Long Stay,Internet,RoundTrip,Australia,5,2,58,0
Long Stay,Internet,RoundTrip,Australia,7,177,21,0
Long Stay,Internet,RoundTrip,Australia,7,238,31,0
Long Stay,Internet,RoundTrip,Bangladesh,2,26,330,0
Long Stay,Internet,RoundTrip,Australia,6,279,21,0
Long Stay,Internet,RoundTrip,Australia,3,0,19,1
Long Stay,Internet,RoundTrip,Tanzania,3,10,23,0
Long Stay,Internet,RoundTrip,Bangladesh,7,10,18,0
Long Stay,Internet,RoundTrip,Australia,6,2,22,0
Long Stay,Internet,RoundTrip,Bangladesh,3,28,21,0
Long Stay,Internet,RoundTrip,Australia,7,46,21,0
Long Stay,Internet,RoundTrip,Australia,4,104,57,0
Long Stay,Internet,RoundTrip,Australia,5,26,39,0
Long Stay,Internet,RoundTrip,Australia,7,126,25,0
Long Stay,Internet,RoundTrip,Bangladesh,4,13,22,0
Long Stay,Internet,RoundTrip,(not set),4,231,29,0
Long Stay,Internet,RoundTrip,Australia,2,27,43,0
Long Stay,Internet,RoundTrip,Australia,3,102,39,0
Long Stay,Internet,RoundTrip,Australia,4,13,89,0
Long Stay,Internet,RoundTrip,Australia,7,11,47,0
Long Stay,Internet,RoundTrip,Australia,3,81,31,0
Long Stay,Internet,RoundTrip,Bangladesh,4,13,84,0
Long Stay,Internet,RoundTrip,Australia,4,141,39,0
Long Stay,Internet,RoundTrip,Australia,2,22,25,0
Long Stay,Internet,RoundTrip,Australia,6,133,35,0
Long Stay,Internet,RoundTrip,Australia,2,80,20,0
Long Stay,Internet,RoundTrip,Australia,4,52,27,0
Long Stay,Internet,RoundTrip,Australia,5,9,51,0
Long Stay,Internet,RoundTrip,Australia,5,2,20,0
Long Stay,Internet,RoundTrip,Australia,5,130,32,0
Long Stay,Internet,RoundTrip,Australia,5,18,19,0
Long Stay,Internet,RoundTrip,Australia,4,32,23,0
Long Stay,Internet,RoundTrip,Australia,7,2,22,0
Long Stay,Internet,RoundTrip,Bangladesh,6,46,99,0
Long Stay,Internet,RoundTrip,Australia,3,98,49,0
Long Stay,Internet,RoundTrip,Australia,4,55,17,0
Long Stay,Mobile,RoundTrip,Australia,5,19,19,0
Long Stay,Internet,RoundTrip,Australia,6,68,43,0
Long Stay,Internet,RoundTrip,Australia,1,57,48,0
Long Stay,Internet,RoundTrip,Australia,1,1,33,0
Long Stay,Internet,RoundTrip,Bangladesh,2,9,38,0
Long Stay,Internet,RoundTrip,Australia,1,23,28,0
Long Stay,Internet,RoundTrip,Australia,6,98,22,0
Long Stay,Internet,RoundTrip,Australia,6,151,17,0
Long Stay,Internet,RoundTrip,Bangladesh,6,11,17,0
Long Stay,Internet,RoundTrip,Australia,2,10,22,0
Long Stay,Internet,RoundTrip,Australia,5,1,23,0
Long Stay,Internet,RoundTrip,Australia,2,44,18,0
Long Stay,Internet,RoundTrip,Australia,6,10,88,0
Long Stay,Internet,RoundTrip,Australia,2,22,33,0
Long Stay,Internet,RoundTrip,Australia,1,21,169,0
Long Stay,Internet,RoundTrip,Australia,1,35,79,0
Long Stay,Internet,RoundTrip,Bangladesh,7,103,25,0
Long Stay,Internet,RoundTrip,Australia,1,78,48,0
Long Stay,Internet,RoundTrip,Australia,2,178,40,0
Long Stay,Internet,RoundTrip,Australia,3,2,22,0
Long Stay,Internet,RoundTrip,Australia,4,40,40,0
Long Stay,Internet,RoundTrip,Australia,3,75,49,0
Long Stay,Internet,RoundTrip,Australia,3,3,35,0
Long Stay,Internet,RoundTrip,Australia,3,20,18,0
Long Stay,Internet,RoundTrip,Australia,3,125,29,0
Long Stay,Internet,RoundTrip,Australia,6,3,20,0
Long Stay,Mobile,RoundTrip,Australia,1,229,71,0
Long Stay,Internet,RoundTrip,Australia,2,4,22,0
Long Stay,Internet,RoundTrip,Australia,2,61,28,0
Long Stay,Internet,RoundTrip,Australia,6,64,87,0
Long Stay,Internet,RoundTrip,Australia,7,7,28,0
Long Stay,Internet,RoundTrip,Australia,5,32,30,0
Long Stay,Internet,RoundTrip,Australia,1,3,63,0
Long Stay,Internet,RoundTrip,Australia,7,9,345,0
Long Stay,Internet,RoundTrip,Australia,3,69,63,0
Long Stay,Internet,RoundTrip,Australia,1,57,39,0
Long Stay,Internet,RoundTrip,Australia,6,10,61,0
Long Stay,Internet,RoundTrip,Australia,2,221,22,0
Long Stay,Internet,RoundTrip,Australia,4,67,26,0
Long Stay,Internet,RoundTrip,Australia,4,6,21,0
Long Stay,Internet,RoundTrip,Australia,7,93,30,0
Long Stay,Internet,RoundTrip,Bangladesh,1,17,36,0
Long Stay,Internet,RoundTrip,Australia,3,91,38,0
Long Stay,Internet,RoundTrip,Australia,1,124,29,0
Long Stay,Internet,RoundTrip,Australia,1,101,44,0
Long Stay,Internet,RoundTrip,Australia,2,193,35,0
Long Stay,Internet,RoundTrip,Bangladesh,7,65,29,0
Long Stay,Internet,RoundTrip,Australia,2,102,22,0
Long Stay,Internet,RoundTrip,Australia,2,47,17,0
Long Stay,Internet,RoundTrip,Australia,1,174,28,0
Long Stay,Internet,RoundTrip,Australia,5,28,44,0
Long Stay,Internet,RoundTrip,Australia,3,21,27,0
Long Stay,Internet,RoundTrip,Australia,1,165,29,0
Long Stay,Internet,RoundTrip,Australia,5,26,18,0
Long Stay,Internet,RoundTrip,Australia,1,8,82,0
Long Stay,Internet,RoundTrip,Australia,1,69,21,0
Long Stay,Internet,RoundTrip,Australia,5,20,32,0
Long Stay,Internet,RoundTrip,Australia,1,44,32,0
Long Stay,Internet,RoundTrip,Australia,6,44,18,0
Long Stay,Internet,RoundTrip,Australia,4,7,33,0
Long Stay,Internet,RoundTrip,India,6,33,20,0
Long Stay,Internet,RoundTrip,Australia,4,27,26,0
Long Stay,Internet,RoundTrip,Bangladesh,4,83,29,0
Long Stay,Internet,RoundTrip,Australia,5,32,22,0
Long Stay,Internet,RoundTrip,Australia,6,4,18,0
Long Stay,Internet,RoundTrip,Australia,1,55,32,0
Long Stay,Internet,RoundTrip,Australia,1,9,64,0
Long Stay,Internet,RoundTrip,Canada,7,36,33,0
Long Stay,Internet,RoundTrip,Australia,7,97,29,0
Long Stay,Mobile,RoundTrip,Australia,7,227,26,0
Long Stay,Internet,RoundTrip,Australia,7,21,35,0
Long Stay,Internet,RoundTrip,Australia,1,189,45,0
Long Stay,Internet,RoundTrip,Australia,1,19,33,0
Long Stay,Internet,RoundTrip,Bangladesh,4,9,30,0
Long Stay,Internet,RoundTrip,Australia,7,47,25,0
Long Stay,Internet,RoundTrip,Australia,3,50,20,0
Long Stay,Internet,RoundTrip,Australia,5,6,20,0
Long Stay,Internet,RoundTrip,Australia,1,21,37,0
Long Stay,Internet,RoundTrip,Australia,4,13,29,0
Long Stay,Internet,RoundTrip,Australia,3,24,20,0
Long Stay,Internet,RoundTrip,Australia,3,5,29,0
Long Stay,Internet,RoundTrip,Australia,4,19,39,0
Long Stay,Internet,RoundTrip,Bangladesh,4,20,122,0
Long Stay,Internet,RoundTrip,Australia,2,50,33,0
Long Stay,Internet,RoundTrip,Australia,3,55,58,0
Long Stay,Mobile,RoundTrip,Australia,6,102,45,0
Long Stay,Internet,RoundTrip,Australia,6,7,140,0
Long Stay,Internet,RoundTrip,Australia,3,12,31,0
Long Stay,Internet,RoundTrip,Australia,5,16,17,0
Long Stay,Internet,RoundTrip,Malaysia,4,14,46,0
Long Stay,Internet,RoundTrip,Australia,1,31,91,0
Long Stay,Internet,RoundTrip,Australia,1,16,22,0
Long Stay,Internet,RoundTrip,Australia,3,55,58,0
Long Stay,Internet,RoundTrip,Australia,1,200,30,0
Long Stay,Internet,RoundTrip,Australia,3,218,23,0
Long Stay,Internet,RoundTrip,Australia,5,120,62,0
Long Stay,Internet,RoundTrip,Australia,1,57,25,0
Long Stay,Internet,RoundTrip,Australia,2,242,26,0
Long Stay,Internet,RoundTrip,Australia,5,12,22,0
Long Stay,Internet,RoundTrip,Australia,7,5,19,0
Long Stay,Internet,RoundTrip,Australia,5,32,37,0
Long Stay,Mobile,RoundTrip,Australia,2,87,44,0
Long Stay,Internet,RoundTrip,Australia,2,3,52,0
Long Stay,Internet,RoundTrip,Australia,3,42,37,0
Long Stay,Internet,RoundTrip,Australia,4,21,32,0
Long Stay,Internet,RoundTrip,Australia,4,49,177,0
Long Stay,Internet,RoundTrip,Australia,3,26,99,0
Long Stay,Internet,RoundTrip,Australia,7,10,20,0
Long Stay,Internet,RoundTrip,Australia,1,8,51,0
Long Stay,Internet,RoundTrip,Australia,6,63,27,0
Long Stay,Internet,RoundTrip,Australia,1,22,35,0
Long Stay,Mobile,RoundTrip,Australia,2,90,21,0
Long Stay,Internet,RoundTrip,Bangladesh,1,7,32,0
Long Stay,Internet,RoundTrip,Australia,1,228,24,0
Long Stay,Internet,RoundTrip,Australia,7,1,44,0
Long Stay,Internet,RoundTrip,Australia,7,43,18,0
Long Stay,Internet,RoundTrip,Australia,4,7,51,0
Long Stay,Internet,RoundTrip,Australia,1,31,38,0
Long Stay,Internet,RoundTrip,Australia,2,29,22,0
Long Stay,Internet,RoundTrip,Australia,1,203,19,1
Long Stay,Internet,RoundTrip,Australia,5,71,20,0
Long Stay,Internet,RoundTrip,Australia,1,251,39,0
Long Stay,Internet,RoundTrip,Australia,2,23,29,0
Long Stay,Internet,RoundTrip,Australia,5,76,32,0
Long Stay,Internet,RoundTrip,Australia,3,93,87,0
Long Stay,Internet,RoundTrip,Australia,3,85,25,0
Long Stay,Internet,RoundTrip,Australia,6,7,61,0
Long Stay,Internet,RoundTrip,Australia,6,49,43,0
Long Stay,Internet,RoundTrip,Australia,3,32,26,0
Long Stay,Internet,RoundTrip,Australia,2,60,42,0
Long Stay,Internet,RoundTrip,Australia,5,16,32,0
Long Stay,Internet,RoundTrip,Australia,5,3,21,0
Long Stay,Internet,RoundTrip,Australia,1,24,35,0
Long Stay,Internet,RoundTrip,Bangladesh,3,83,57,1
Long Stay,Internet,RoundTrip,Australia,2,86,32,0
Long Stay,Internet,RoundTrip,Australia,2,19,20,0
Long Stay,Internet,RoundTrip,Australia,3,39,22,0
Long Stay,Internet,RoundTrip,Australia,7,4,41,0
Long Stay,Internet,RoundTrip,Australia,2,79,20,0
Long Stay,Internet,RoundTrip,Australia,1,188,20,0
Long Stay,Internet,RoundTrip,Australia,6,5,21,0
Long Stay,Internet,RoundTrip,Australia,5,58,46,0
Long Stay,Mobile,RoundTrip,Australia,5,184,26,0
Long Stay,Internet,RoundTrip,Australia,4,1,41,0
Long Stay,Internet,RoundTrip,Australia,6,23,79,0
Long Stay,Internet,RoundTrip,Australia,4,192,49,0
Long Stay,Internet,RoundTrip,Australia,3,24,34,0
Long Stay,Mobile,RoundTrip,Australia,5,191,19,0
Long Stay,Internet,RoundTrip,Australia,2,107,150,0
Long Stay,Internet,RoundTrip,Australia,6,32,48,0
Long Stay,Internet,RoundTrip,Australia,6,47,46,0
Long Stay,Internet,RoundTrip,Australia,2,108,73,0
Long Stay,Internet,RoundTrip,Australia,4,15,30,0
Long Stay,Internet,RoundTrip,Australia,2,53,37,0
Long Stay,Internet,RoundTrip,Australia,2,23,18,0
Long Stay,Internet,RoundTrip,Australia,5,6,30,0
Long Stay,Internet,RoundTrip,Australia,1,181,58,0
Long Stay,Internet,RoundTrip,Australia,5,1,17,0
Long Stay,Internet,RoundTrip,Australia,1,2,18,0
Long Stay,Internet,RoundTrip,Australia,4,14,37,0
Long Stay,Internet,RoundTrip,Australia,5,134,41,0
Long Stay,Internet,RoundTrip,Australia,4,18,20,0
Long Stay,Internet,RoundTrip,Australia,5,108,30,0
Long Stay,Internet,RoundTrip,Australia,1,43,54,0
Long Stay,Internet,RoundTrip,Australia,6,12,28,0
Long Stay,Internet,RoundTrip,Bangladesh,2,29,362,0
Long Stay,Internet,RoundTrip,Australia,3,48,51,0
Long Stay,Mobile,RoundTrip,Australia,7,73,38,0
Long Stay,Internet,RoundTrip,Australia,3,33,153,0
Long Stay,Internet,RoundTrip,Australia,1,108,40,0
Long Stay,Internet,RoundTrip,Australia,3,49,18,0
Long Stay,Internet,RoundTrip,Australia,7,50,33,0
Long Stay,Internet,RoundTrip,Australia,2,3,76,0
Long Stay,Internet,RoundTrip,Australia,1,3,62,0
Long Stay,Internet,RoundTrip,Australia,5,236,17,0
Long Stay,Internet,RoundTrip,Australia,3,50,30,0
Long Stay,Internet,RoundTrip,Australia,3,77,20,0
Long Stay,Internet,RoundTrip,Australia,2,128,18,0
Long Stay,Internet,RoundTrip,Australia,4,16,17,0
Long Stay,Internet,RoundTrip,Indonesia,5,20,68,0
Long Stay,Internet,RoundTrip,Australia,1,72,22,1
Short Stay,Internet,RoundTrip,Switzerland,5,22,1,0
Long Stay,Internet,RoundTrip,Australia,5,1,17,0
Long Stay,Internet,RoundTrip,Australia,1,3,69,0
Long Stay,Internet,RoundTrip,Australia,7,203,33,0
Long Stay,Internet,RoundTrip,Australia,4,91,46,0
